,X,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,county,hhuid,index.y,benefits_received,benefits_received1,benefits_received2,benefits_received3,benefits_received4,benefit_rank1,benefit_rank2,benefit_rank3,fair_distributed,opinion_represented,ccy_satisfaction,ccy_communication,communication_neighbours,receive_info1,receive_info2,receive_info3,receive_info4,receive_info5,receive_info6,receive_info7,receive_info8,other_communication,trust_revenue,support_traditional,received_bursary,other_got_bursary,transport_impact,transport_satisfaction,security_impact,security_satisfaction,bursaries_impact,bursaries_satisfaction,medical_impact,medical_satisfaction,rangelands_impact,rangelands_satisfaction,beadwork_impact,beadwork_satisfaction,mfi_impact,mfi_satsifaction,other_positive,other_positive_impact,other_satisfaction,neg_conservation_impact,neg_conservation_satisfaction,neg_security_impact,neg_security_satisfaction,neg_rangelands_impact,neg_rangelands_satisfaction,neg_other,neg_other_impact,neg_other.satisfaction,transport_impact1,transport_improve,security_impact1,security_improve,bursaries_impact1,bursaries_improve,medical_impact1,medical_improve,rangelands_impact1,rangelands_improve,beadwork_impact1,beadwork_improve,mfi_impact1,mfi_improve,conservation_impact1,conservation_improve,other_impact1,other_improve,general_wellbeing,agm,ccy_permenant_employ,ccy_casual_employ
46,46,golgoltim006,70,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,763,70,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,2,3,2,3,3,NA,NA,NA,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
47,47,golgoltim006,70,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,70,70,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,2,3,2,3,3,NA,NA,NA,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
48,48,golgoltim006,70,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,70,70,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,2,3,2,3,3,NA,NA,NA,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
49,49,golgoltim007,71,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,71,71,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,NA,3,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
50,50,golgoltim007,71,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,71,71,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,NA,3,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
51,51,golgoltim007,71,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,764,71,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,NA,3,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
52,52,golgoltim007,71,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,764,71,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,NA,3,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
53,53,golgoltim008,72,21/06/15,namunyak,ngilai west   ,golgoltim,golgoltim,baseline,NRT,Samburu,72,72,1,NA,NA,NA,NA,NA,NA,NA,98,1,1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,2,1,1,3,2,2,2,3,2,3,3,3,2,3,2,3,3,NA,NA,NA,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
54,54,golgoltim008,72,21/06/15,namunyak,ngilai west   ,golgoltim,golgoltim,baseline,NRT,Samburu,72,72,1,NA,NA,NA,NA,NA,NA,NA,98,1,1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,2,1,1,3,2,2,2,3,2,3,3,3,2,3,2,3,3,NA,NA,NA,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
55,55,golgoltim008,72,21/06/15,namunyak,ngilai west   ,golgoltim,golgoltim,baseline,NRT,Samburu,765,72,1,NA,NA,NA,NA,NA,NA,NA,98,1,1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,2,1,1,3,2,2,2,3,2,3,3,3,2,3,2,3,3,NA,NA,NA,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
56,56,golgoltim008,72,21/06/15,namunyak,ngilai west   ,golgoltim,golgoltim,baseline,NRT,Samburu,765,72,1,NA,NA,NA,NA,NA,NA,NA,98,1,1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,2,1,1,3,2,2,2,3,2,3,3,3,2,3,2,3,3,NA,NA,NA,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
57,57,golgoltim009,73,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,766,73,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
58,58,golgoltim009,73,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,766,73,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
59,59,golgoltim009,73,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,73,73,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
60,60,golgoltim009,73,21/06/15,namunyak,ngilai west,golgoltim,golgoltim,baseline,NRT,Samburu,73,73,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
122,122,lakiji006,36,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,36,36,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,3,2,1,1,2,2,1,2,2,2,2,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
123,123,lakiji006,36,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,36,36,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,3,2,1,1,2,2,1,2,2,2,2,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
124,124,lakiji006,36,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,729,36,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,3,2,1,1,2,2,1,2,2,2,2,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
125,125,lakiji006,36,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,729,36,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,3,2,1,1,2,2,1,2,2,2,2,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
126,126,latipai001,226,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,226,226,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,1,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
127,127,latipai001,226,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,226,226,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,1,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
128,128,latipai001,226,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,919,226,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,1,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
129,129,latipai001,226,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,919,226,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,1,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
130,130,latipai002,227,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,227,227,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
131,131,latipai002,227,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,227,227,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
132,132,latipai002,227,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,920,227,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
133,133,latipai002,227,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,920,227,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
134,134,latipai003,228,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,921,228,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
135,135,latipai003,228,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,921,228,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
136,136,latipai003,228,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,228,228,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
137,137,latipai003,228,29/06/15,namunyak,nkare narok,ndikir nanyokie,latipai ,baseline,NRT,Samburu,228,228,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
155,155,lekiji001,31,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,31,31,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
156,156,lekiji001,31,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,31,31,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
157,157,lekiji001,31,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,31,162,2,10,NA,NA,NA,2,10,NA,1,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,add more personel,4,NA,4,NA,1,NA,4,NA,4,NA,4,NA,NA,NA,2,2,2,1
158,158,lekiji001,31,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,724,31,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
159,159,lekiji001,31,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,724,31,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
160,160,lekiji001,31,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,724,162,2,10,NA,NA,NA,2,10,NA,1,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,add more personel,4,NA,4,NA,1,NA,4,NA,4,NA,4,NA,NA,NA,2,2,2,1
167,167,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,32,163,3,7,NA,NA,NA,3,7,NA,2,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,4,NA,4,NA,2,NA,4,NA,2,NA,1,NA,NA,NA,1,2,1,1
168,168,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,32,32,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,2,1,2,3,2,3,1,2,2,2,2,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
169,169,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,32,32,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,2,1,2,3,2,3,1,2,2,2,2,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
170,170,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,725,163,3,7,NA,NA,NA,3,7,NA,2,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,4,NA,4,NA,2,NA,4,NA,2,NA,1,NA,NA,NA,1,2,1,1
171,171,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,725,32,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,2,1,2,3,2,3,1,2,2,2,2,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
172,172,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,725,32,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,2,1,2,3,2,3,1,2,2,2,2,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
173,173,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,33,33,1,NA,NA,NA,NA,NA,NA,NA,2,98,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,2,2,3,2,1,1,3,2,3,2,3,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
174,174,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,33,33,1,NA,NA,NA,NA,NA,NA,NA,2,98,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,2,2,3,2,1,1,3,2,3,2,3,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
175,175,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,33,164,3,8,NA,NA,NA,3,8,NA,2,1,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,add 1 car,1,NA,4,NA,4,NA,1,NA,4,NA,2,NA,1,NA,NA,NA,2,2,1,1
176,176,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,726,33,1,NA,NA,NA,NA,NA,NA,NA,2,98,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,2,2,3,2,1,1,3,2,3,2,3,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
177,177,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,726,33,1,NA,NA,NA,NA,NA,NA,NA,2,98,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,2,2,3,2,1,1,3,2,3,2,3,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
178,178,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,726,164,3,8,NA,NA,NA,3,8,NA,2,1,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,add 1 car,1,NA,4,NA,4,NA,1,NA,4,NA,2,NA,1,NA,NA,NA,2,2,1,1
182,182,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,34,34,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,2,1,1,1,1,3,2,3,2,1,2,NA,NA,NA,3,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
183,183,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,34,165,3,8,NA,NA,NA,3,8,NA,2,98,3,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,add 1 car,1,NA,2,NA,4,NA,1,NA,4,NA,2,NA,1,NA,NA,NA,1,1,1,1
184,184,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,34,34,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,2,1,1,1,1,3,2,3,2,1,2,NA,NA,NA,3,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
188,188,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,727,34,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,2,1,1,1,1,3,2,3,2,1,2,NA,NA,NA,3,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
189,189,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,Samburu,727,165,3,8,NA,NA,NA,3,8,NA,2,98,3,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,add 1 car,1,NA,2,NA,4,NA,1,NA,4,NA,2,NA,1,NA,NA,NA,1,1,1,1
