,X,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,county,hhuid,index.y,benefits_received,benefits_received1,benefits_received2,benefits_received3,benefits_received4,benefit_rank1,benefit_rank2,benefit_rank3,fair_distributed,opinion_represented,ccy_satisfaction,ccy_communication,communication_neighbours,receive_info1,receive_info2,receive_info3,receive_info4,receive_info5,receive_info6,receive_info7,receive_info8,other_communication,trust_revenue,support_traditional,received_bursary,other_got_bursary,transport_impact,transport_satisfaction,security_impact,security_satisfaction,bursaries_impact,bursaries_satisfaction,medical_impact,medical_satisfaction,rangelands_impact,rangelands_satisfaction,beadwork_impact,beadwork_satisfaction,mfi_impact,mfi_satsifaction,other_positive,other_positive_impact,other_satisfaction,neg_conservation_impact,neg_conservation_satisfaction,neg_security_impact,neg_security_satisfaction,neg_rangelands_impact,neg_rangelands_satisfaction,neg_other,neg_other_impact,neg_other.satisfaction,transport_impact1,transport_improve,security_impact1,security_improve,bursaries_impact1,bursaries_improve,medical_impact1,medical_improve,rangelands_impact1,rangelands_improve,beadwork_impact1,beadwork_improve,mfi_impact1,mfi_improve,conservation_impact1,conservation_improve,other_impact1,other_improve,general_wellbeing,agm,ccy_permenant_employ,ccy_casual_employ
2309,2309,nkiitani003,30,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,30,30,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2310,2310,nkiitani003,30,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,30,30,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2311,2311,nkiitani003,30,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,723,30,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2312,2312,nkiitani003,30,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,723,30,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2313,2313,nkuas015,121,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,814,121,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2314,2314,nkuas015,121,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,814,121,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2315,2315,nkuas015,121,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,121,121,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2316,2316,nkuas015,121,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,121,121,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2317,2317,nkuas016,122,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,815,122,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2318,2318,nkuas016,122,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,815,122,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2319,2319,nkuas016,122,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,122,122,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2320,2320,nkuas016,122,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,122,122,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2321,2321,nkuas017,123,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,816,123,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2322,2322,nkuas017,123,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,816,123,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2323,2323,nkuas017,123,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,123,123,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2324,2324,nkuas017,123,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,123,123,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2325,2325,nkuas018,124,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,124,124,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2326,2326,nkuas018,124,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,124,124,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2327,2327,nkuas018,124,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,817,124,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2328,2328,nkuas018,124,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT,Samburu,817,124,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2329,2329,nkuas019,125,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,125,125,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,3,2,2,3,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
2330,2330,nkuas019,125,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,125,125,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,3,2,2,3,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
2331,2331,nkuas019,125,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,818,125,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,3,2,2,3,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
2332,2332,nkuas019,125,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,818,125,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,3,2,2,3,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
2333,2333,nkuas020,126,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,126,126,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,2,3,2,3,3,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2334,2334,nkuas020,126,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,126,126,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,2,3,2,3,3,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2335,2335,nkuas020,126,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,819,126,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,2,3,2,3,3,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2336,2336,nkuas020,126,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,819,126,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,2,3,2,3,3,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2337,2337,nkuas021,127,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,127,127,1,NA,NA,NA,NA,NA,NA,NA,1,98,1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2338,2338,nkuas021,127,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,127,127,1,NA,NA,NA,NA,NA,NA,NA,1,98,1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2339,2339,nkuas021,127,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,820,127,1,NA,NA,NA,NA,NA,NA,NA,1,98,1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2340,2340,nkuas021,127,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,820,127,1,NA,NA,NA,NA,NA,NA,NA,1,98,1,1,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2341,2341,nkuas022,128,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,821,128,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,3,2,2,3,NA,NA,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2342,2342,nkuas022,128,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,821,128,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,3,2,2,3,NA,NA,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2343,2343,nkuas022,128,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,128,128,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,3,2,2,3,NA,NA,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2344,2344,nkuas022,128,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,128,128,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,3,2,2,3,NA,NA,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2345,2345,nkuas023,129,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,822,129,1,NA,NA,NA,NA,NA,NA,NA,98,1,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2346,2346,nkuas023,129,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,822,129,1,NA,NA,NA,NA,NA,NA,NA,98,1,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2347,2347,nkuas023,129,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,129,129,1,NA,NA,NA,NA,NA,NA,NA,98,1,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2348,2348,nkuas023,129,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,129,129,1,NA,NA,NA,NA,NA,NA,NA,98,1,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2349,2349,nkuas024,130,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,823,130,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2350,2350,nkuas024,130,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,823,130,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2351,2351,nkuas024,130,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,130,130,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2352,2352,nkuas024,130,24/06/15,namunyak,ngilai,lkisin,nkuas,baseline,NRT,Samburu,130,130,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,98,1,1,3,2,3,2,3,2,3,2,2,3,3,2,NA,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2353,2353,nkutoto001,56,22/06/15,namunyak,ngilai west,golgoltim,nkutoto,baseline,NRT,Samburu,56,56,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,2,3,3,3,3,NA,NA,NA,3,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2354,2354,nkutoto001,56,22/06/15,namunyak,ngilai west,golgoltim,nkutoto,baseline,NRT,Samburu,56,56,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,2,3,3,3,3,NA,NA,NA,3,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2355,2355,nkutoto001,56,22/06/15,namunyak,ngilai west,golgoltim,nkutoto,baseline,NRT,Samburu,749,56,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,2,3,3,3,3,NA,NA,NA,3,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2356,2356,nkutoto001,56,22/06/15,namunyak,ngilai west,golgoltim,nkutoto,baseline,NRT,Samburu,749,56,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,3,2,3,2,3,2,3,2,3,2,3,3,3,3,NA,NA,NA,3,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2357,2357,nkutoto002,57,22/06/15,namunyak,ngilai west,golgoltim,nkutoto,baseline,NRT,Samburu,57,57,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,3,2,3,3,3,3,3,2,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2358,2358,nkutoto002,57,22/06/15,namunyak,ngilai west,golgoltim,nkutoto,baseline,NRT,Samburu,57,57,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,3,2,3,3,3,3,3,2,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2359,2359,nkutoto002,57,22/06/15,namunyak,ngilai west,golgoltim,nkutoto,baseline,NRT,Samburu,750,57,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,3,2,3,3,3,3,3,2,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2360,2360,nkutoto002,57,22/06/15,namunyak,ngilai west,golgoltim,nkutoto,baseline,NRT,Samburu,750,57,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,2,3,2,3,3,3,3,3,2,3,2,3,3,NA,NA,NA,3,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2361,2361,nkutoto003,58,22/06/15,namunyak,ngilai west,golgoltim,nkutoto,baseline,NRT,Samburu,751,58,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,98,1,2,1,1,1,1,3,2,3,2,3,3,3,2,3,3,NA,NA,NA,3,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
